Geneid	SRR031708_aligned.sam	SRR031709_aligned.sam	SRR031718_aligned.sam	SRR031719_aligned.sam
FBgn0267449	0	0	0	0
FBgn0267450	1	0	0	1
FBgn0267451	0	0	0	0
FBgn0267452	0	0	0	1
FBgn0267453	0	0	0	0
FBgn0267454	0	1	1	1
FBgn0267455	4	0	0	5
FBgn0267456	0	0	0	0
FBgn0267457	0	0	0	0
FBgn0267458	7	4	4	3
FBgn0267459	0	0	0	0
FBgn0267460	0	0	0	0
FBgn0267461	2	0	0	5
FBgn0267462	0	0	0	0
FBgn0267463	5	5	5	1
FBgn0267464	0	0	0	0
FBgn0267465	0	0	0	0
FBgn0267469	0	0	0	1
FBgn0267470	18	9	9	10
FBgn0267471	0	0	0	0
FBgn0267472	0	1	1	0
FBgn0267473	5	3	3	7
FBgn0267474	0	0	0	0
FBgn0267475	0	0	0	0
FBgn0267476	0	0	0	0
FBgn0267477	0	0	0	0
FBgn0267478	0	0	0	0
FBgn0267479	0	0	0	0
FBgn0267480	0	0	0	0
FBgn0267481	0	0	0	0
FBgn0267482	0	0	0	0
FBgn0267483	3	0	0	0
FBgn0267484	1	0	0	1
FBgn0267485	0	0	0	0
FBgn0267486	0	1	1	0
FBgn0267487	612	407	407	263
FBgn0267488	392	291	291	360
FBgn0267489	0	0	0	0
FBgn0267490	0	0	0	0
FBgn0267491	0	0	0	0
FBgn0267492	0	0	0	0
FBgn0267493	0	0	0	0
FBgn0267494	0	0	0	0
FBgn0267495	0	0	0	0
FBgn0267496	0	0	0	0
FBgn0267497	0	0	0	0
FBgn0267498	0	0	0	0
FBgn0267499	0	0	0	0
FBgn0267500	0	0	0	0
FBgn0267501	0	0	0	0
FBgn0267502	0	0	0	0
FBgn0267503	0	0	0	0
FBgn0267504	0	0	0	0
FBgn0267505	1	0	0	2
FBgn0267506	0	0	0	0
FBgn0267507	0	0	0	0
FBgn0267508	20	17	17	31
FBgn0267509	1	4	4	13
FBgn0267510	0	0	0	0
FBgn0267511	6	3	3	5
FBgn0267512	0	0	0	0
FBgn0267513	1	3	3	3
FBgn0267514	1	1	1	7
FBgn0267515	46	30	30	20
FBgn0267516	1	0	0	4
FBgn0267517	0	0	0	2
FBgn0267518	0	0	0	0
FBgn0267519	70	66	66	105
FBgn0267520	30	25	25	29
FBgn0267521	0	0	0	0
FBgn0267522	0	0	0	0
FBgn0267523	0	0	0	7
FBgn0267524	6	1	1	7
FBgn0267525	0	0	0	0
FBgn0267526	0	0	0	0
FBgn0267527	0	0	0	0
FBgn0267528	0	0	0	0
FBgn0267529	0	0	0	0
FBgn0267530	0	0	0	1
FBgn0267531	0	0	0	0
FBgn0267532	0	0	0	0
FBgn0267533	0	1	1	0
FBgn0267534	3	0	0	0
FBgn0267535	0	0	0	0
FBgn0267536	0	0	0	0
FBgn0267537	0	0	0	0
FBgn0267538	0	0	0	0
FBgn0267539	0	0	0	0
FBgn0267540	0	0	0	0
FBgn0267541	0	0	0	0
FBgn0267542	0	0	0	0
FBgn0267543	0	0	0	0
FBgn0267544	0	0	0	0
FBgn0267545	1	0	0	0
FBgn0267546	0	0	0	0
FBgn0267547	0	0	0	0
FBgn0267548	0	0	0	0
FBgn0267549	2	3	3	2
FBgn0267550	0	0	0	0
FBgn0267551	0	0	0	0
FBgn0267552	0	0	0	0
FBgn0267553	0	0	0	0
FBgn0267554	0	0	0	0
FBgn0267555	0	0	0	1
FBgn0267556	0	0	0	0
FBgn0267557	1	2	2	1
FBgn0267558	0	1	1	0
FBgn0267559	0	0	0	0
FBgn0267560	0	0	0	0
FBgn0267561	0	0	0	0
FBgn0267562	0	0	0	0
FBgn0267563	0	0	0	0
FBgn0267564	0	0	0	0
FBgn0267565	0	0	0	0
FBgn0267566	0	0	0	0
FBgn0267567	6	4	4	4
FBgn0267568	1	1	1	5
FBgn0267569	0	0	0	0
FBgn0267570	2	2	2	1
FBgn0267571	1	0	0	0
FBgn0267572	4	5	5	2
FBgn0267573	0	0	0	0
FBgn0267574	2	1	1	0
FBgn0267575	0	0	0	0
FBgn0267576	0	0	0	0
FBgn0267577	0	0	0	0
FBgn0267578	0	0	0	0
FBgn0267579	0	0	0	0
FBgn0267580	0	0	0	0
FBgn0267581	0	0	0	0
FBgn0267582	0	0	0	0
FBgn0267585	6	7	7	5
FBgn0267586	0	0	0	0
FBgn0267587	1	1	1	0
FBgn0267588	0	0	0	0
FBgn0267589	0	0	0	0
FBgn0267590	1	2	2	2
FBgn0267591	0	0	0	0
FBgn0267592	0	0	0	0
FBgn0267593	0	0	0	0
FBgn0267594	0	0	0	0
FBgn0267595	0	0	0	0
FBgn0267596	0	0	0	0
FBgn0267597	0	0	0	0
FBgn0267598	0	0	0	0
FBgn0267599	0	0	0	0
FBgn0267600	2	0	0	1
FBgn0267601	2	2	2	0
FBgn0267602	1	0	0	0
FBgn0267603	0	0	0	0
FBgn0267604	1	0	0	0
FBgn0267605	0	0	0	0
FBgn0267606	0	0	0	0
FBgn0267607	0	0	0	0
FBgn0267608	0	0	0	0
FBgn0267609	0	0	0	0
FBgn0267610	0	0	0	0
FBgn0267611	7	9	9	3
FBgn0267612	0	0	0	0
FBgn0267613	0	0	0	0
FBgn0267614	0	0	0	0
FBgn0267615	5	2	2	3
FBgn0267616	0	0	0	1
FBgn0267617	0	1	1	0
FBgn0267618	0	0	0	0
FBgn0267619	0	0	0	0
FBgn0267620	0	0	0	0
FBgn0267621	0	0	0	1
FBgn0267622	0	0	0	0
FBgn0267623	0	0	0	0
FBgn0267624	5	3	3	4
FBgn0267625	0	2	2	0
FBgn0267626	0	0	0	0
FBgn0267627	0	1	1	0
FBgn0267628	0	0	0	0
FBgn0267629	0	0	0	0
FBgn0267630	0	0	0	0
FBgn0267631	0	1	1	1
FBgn0267632	0	0	0	0
FBgn0267633	0	0	0	0
FBgn0267634	0	0	0	0
FBgn0267635	32	23	23	66
FBgn0267636	0	0	0	0
FBgn0267637	0	0	0	0
FBgn0267638	0	0	0	0
FBgn0267639	0	0	0	0
FBgn0267640	0	0	0	0
FBgn0267641	5	5	5	7
FBgn0267642	0	0	0	0
FBgn0267643	9	8	8	9
FBgn0267644	26	19	19	5
FBgn0267645	0	0	0	0
FBgn0267646	0	0	0	0
FBgn0267647	1	0	0	0
FBgn0267648	0	0	0	0
FBgn0267649	0	0	0	0
FBgn0267650	0	0	0	0
FBgn0267651	0	0	0	0
FBgn0267652	0	0	0	0
FBgn0267653	0	0	0	0
FBgn0267655	13	4	4	7
FBgn0267656	19	13	13	5
FBgn0267657	0	0	0	0
FBgn0267658	0	0	0	0
FBgn0267659	0	0	0	0
FBgn0267660	0	0	0	0
FBgn0267661	2	2	2	3
FBgn0267662	0	1	1	0
FBgn0267663	0	0	0	0
FBgn0267664	1	1	1	0
FBgn0267665	2	0	0	1
FBgn0267666	1	1	1	1
FBgn0267667	1	1	1	0
FBgn0267668	18	9	9	6
FBgn0267671	0	0	0	0
FBgn0267672	0	0	0	0
FBgn0267673	0	0	0	0
FBgn0267674	0	0	0	0
FBgn0267675	0	0	0	0
FBgn0267676	0	0	0	0
FBgn0267677	0	0	0	0
FBgn0267678	0	0	0	0
FBgn0267679	1	3	3	2
FBgn0267680	0	0	0	0
FBgn0267681	0	0	0	0
FBgn0267682	0	0	0	1
FBgn0267683	0	0	0	0
FBgn0267684	0	0	0	0
FBgn0267685	0	0	0	0
FBgn0267686	0	0	0	0
FBgn0267687	0	0	0	0
FBgn0267688	0	0	0	0
FBgn0267689	0	0	0	0
FBgn0267690	0	0	0	0
FBgn0267691	0	0	0	0
FBgn0267692	0	1	1	0
FBgn0267693	6	4	4	3
FBgn0267694	0	0	0	0
FBgn0267695	0	0	0	0
FBgn0267696	0	0	0	0
FBgn0267697	0	0	0	0
FBgn0267698	580	419	419	260
FBgn0267701	0	0	0	0
FBgn0267702	5	8	8	4
FBgn0267703	2	0	0	1
FBgn0267704	2	2	2	1
FBgn0267705	0	0	0	0
FBgn0267706	0	0	0	0
FBgn0267707	0	0	0	0
FBgn0267708	0	0	0	0
FBgn0267709	0	0	0	0
FBgn0267710	0	0	0	0
FBgn0267711	0	1	1	1
FBgn0267712	0	0	0	0
FBgn0267713	0	0	0	0
FBgn0267714	0	0	0	0
FBgn0267715	0	0	0	1
FBgn0267716	0	0	0	0
FBgn0267717	0	1	1	0
FBgn0267719	0	0	0	0
FBgn0267720	0	0	0	0
FBgn0267721	0	0	0	0
FBgn0267722	0	1	1	2
FBgn0267723	0	0	0	0
FBgn0267724	0	0	0	0
FBgn0267725	0	0	0	0
FBgn0267726	0	0	0	0
FBgn0267728	0	1	1	0
FBgn0267729	0	0	0	0
FBgn0267730	11	9	9	7
FBgn0267731	4	3	3	0
FBgn0267732	0	0	0	0
FBgn0267733	64	53	53	48
FBgn0267734	0	0	0	1
FBgn0267735	0	0	0	0
FBgn0267736	0	0	0	0
FBgn0267737	0	0	0	0
FBgn0267738	0	0	0	0
FBgn0267739	0	0	0	0
FBgn0267740	0	0	0	0
FBgn0267741	0	0	0	0
FBgn0267742	0	0	0	0
FBgn0267743	0	0	0	0
FBgn0267744	0	0	0	0
FBgn0267745	0	0	0	0
FBgn0267746	0	0	0	0
FBgn0267747	0	0	0	0
FBgn0267748	0	0	0	0
FBgn0267749	0	0	0	0
FBgn0267750	0	0	0	0
FBgn0267751	0	0	0	0
FBgn0267752	1	0	0	0
FBgn0267753	0	1	1	1
FBgn0267754	3	3	3	3
FBgn0267755	0	0	0	0
FBgn0267756	0	0	0	0
FBgn0267757	0	0	0	0
FBgn0267758	6	9	9	3
FBgn0267759	3	2	2	1
FBgn0267760	0	1	1	0
FBgn0267761	0	0	0	1
FBgn0267762	0	4	4	3
FBgn0267763	2	0	0	1
FBgn0267764	1	1	1	0
FBgn0267765	0	0	0	0
FBgn0267766	0	0	0	0
FBgn0267767	0	0	0	0
FBgn0267768	0	0	0	0
FBgn0267769	0	1	1	2
FBgn0267770	0	0	0	0
FBgn0267771	0	0	0	0
FBgn0267772	0	0	0	0
FBgn0267773	0	0	0	0
FBgn0267774	0	0	0	0
FBgn0267775	0	0	0	0
FBgn0267776	0	0	0	0
FBgn0267777	0	0	0	0
FBgn0267778	0	0	0	0
FBgn0267779	9	6	6	8
FBgn0267780	0	0	0	0
FBgn0267781	1	2	2	1
FBgn0267782	0	0	0	0
FBgn0267783	0	0	0	0
FBgn0267785	0	0	0	0
FBgn0267786	0	0	0	0
FBgn0267787	0	0	0	0
FBgn0267788	0	0	0	0
FBgn0267789	0	0	0	0
FBgn0267790	766	502	502	328
FBgn0267791	483	340	340	192
FBgn0267792	266	210	210	153
FBgn0267793	1	1	1	1
FBgn0267794	0	1	1	0
FBgn0267795	2664	1853	1853	1399
FBgn0267796	1	4	4	2
FBgn0267797	0	0	0	0
FBgn0267798	6	8	8	11
FBgn0267799	0	0	0	0
FBgn0267800	0	0	0	0
FBgn0267801	0	0	0	0
FBgn0267802	0	0	0	0
FBgn0267803	1	0	0	0
FBgn0267804	0	0	0	0
FBgn0267805	0	0	0	0
FBgn0267806	0	0	0	0
FBgn0267807	0	0	0	0
FBgn0267808	0	0	0	0
FBgn0267809	0	0	0	0
FBgn0267810	1	0	0	1
FBgn0267811	1	0	0	1
FBgn0267812	2	2	2	0
FBgn0267813	0	0	0	0
FBgn0267814	5	2	2	2
FBgn0267815	0	0	0	0
FBgn0267816	0	2	2	2
FBgn0267817	0	0	0	0
FBgn0267818	0	0	0	0
FBgn0267819	1	0	0	1
FBgn0267820	1	1	1	3
FBgn0267821	575	432	432	233
FBgn0267823	33	22	22	16
FBgn0267824	343	256	256	111
FBgn0267826	1	0	0	0
FBgn0267827	0	0	0	0
FBgn0267828	233	182	182	157
FBgn0267468	0	0	0	0
FBgn0267849	263	175	175	96
FBgn0267861	159	82	82	154
FBgn0267862	0	0	0	0
FBgn0267863	0	0	0	0
FBgn0267864	0	0	0	0
FBgn0267865	0	0	0	0
FBgn0267866	0	0	0	0
FBgn0267867	0	0	0	0
FBgn0267868	0	0	0	0
FBgn0267869	0	0	0	0
FBgn0267870	0	0	0	0
FBgn0267871	0	0	0	0
FBgn0267872	0	0	0	0
FBgn0267873	0	0	0	0
FBgn0267874	0	0	0	0
FBgn0267875	0	0	0	0
FBgn0267876	0	0	0	0
FBgn0267877	0	0	0	0
FBgn0267878	0	0	0	0
FBgn0267879	0	0	0	0
FBgn0267880	0	0	0	0
FBgn0267881	0	0	0	0
FBgn0267882	0	0	0	0
FBgn0267883	0	0	0	0
FBgn0267884	0	0	0	0
FBgn0267885	0	0	0	0
FBgn0267886	0	0	0	0
FBgn0267887	0	0	0	0
FBgn0267888	0	0	0	0
FBgn0267889	0	0	0	0
FBgn0267890	0	0	0	0
FBgn0267891	0	0	0	0
FBgn0267892	0	0	0	0
FBgn0267893	0	0	0	0
FBgn0267894	0	0	0	0
FBgn0267895	0	0	0	0
FBgn0267896	0	0	0	0
FBgn0267897	0	0	0	0
FBgn0267898	1	0	0	0
FBgn0267899	0	0	0	0
FBgn0267900	0	0	0	0
FBgn0267901	0	0	0	0
FBgn0267902	0	0	0	0
FBgn0267903	0	0	0	0
FBgn0267904	0	0	0	0
FBgn0267905	0	0	0	0
FBgn0267910	572	426	426	812
FBgn0267912	526	343	343	172
FBgn0267913	9	6	6	3
FBgn0267914	0	0	0	0
FBgn0267915	1	0	0	1
FBgn0267916	0	0	0	0
FBgn0267917	0	0	0	0
FBgn0267918	0	0	0	0
FBgn0267919	0	0	0	0
FBgn0267921	0	0	0	0
FBgn0267922	0	0	0	0
FBgn0267923	16	17	17	11
FBgn0267924	0	0	0	0
FBgn0267925	1	1	1	1
FBgn0267926	0	0	0	0
FBgn0267927	1	0	0	0
FBgn0267928	0	0	0	1
FBgn0267929	0	1	1	0
FBgn0267930	0	0	0	0
FBgn0267932	0	0	0	0
FBgn0267933	0	0	0	0
FBgn0267934	0	0	0	0
FBgn0267935	0	0	0	0
FBgn0267936	0	0	0	0
FBgn0267937	0	0	0	0
FBgn0267938	0	0	0	0
FBgn0267939	25	15	15	3
FBgn0267940	0	0	0	0
FBgn0267941	0	0	0	0
FBgn0267944	0	0	0	0
FBgn0267945	0	0	0	0
FBgn0267946	0	0	0	0
FBgn0267947	0	0	0	0
FBgn0267948	0	0	0	0
FBgn0267949	0	0	0	0
FBgn0267950	2	0	0	1
FBgn0267951	1	0	0	2
FBgn0267952	0	1	1	0
FBgn0267953	0	0	0	0
FBgn0267954	0	0	0	0
FBgn0267955	0	0	0	0
FBgn0267956	0	0	0	0
FBgn0267957	0	0	0	0
FBgn0267958	0	0	0	0
FBgn0267959	0	0	0	0
FBgn0267960	12	11	11	6
FBgn0267961	0	0	0	0
FBgn0267962	0	0	0	0
FBgn0267963	1	0	0	1
FBgn0267964	0	0	0	0
FBgn0267965	0	0	0	0
FBgn0267966	0	0	0	0
FBgn0267967	12	9	9	6
FBgn0267969	0	0	0	0
FBgn0267970	1	1	1	0
FBgn0267972	246	190	190	111
FBgn0267975	438	275	275	140
FBgn0267976	429	324	324	306
FBgn0267977	57	42	42	35
FBgn0267978	0	1	1	0
FBgn0267982	4	6	6	0
FBgn0267983	4	1	1	0
FBgn0267984	0	1	1	0
FBgn0267985	0	0	0	0
FBgn0267986	4	1	1	2
FBgn0267987	0	0	0	0
FBgn0267988	0	0	0	1
FBgn0267989	0	0	0	1
FBgn0267990	0	0	0	0
FBgn0267991	12	7	7	9
FBgn0267992	151	124	124	24
FBgn0267993	0	0	0	0
FBgn0267994	0	0	0	0
FBgn0267995	0	0	0	0
FBgn0267996	0	0	0	0
FBgn0268063	2	2	2	0
FBgn0270924	552	356	356	196
FBgn0270925	1	0	0	0
FBgn0270926	195	166	166	96
FBgn0270927	271	169	169	97
FBgn0270928	0	0	0	0
FBgn0275432	0	0	0	0
FBgn0275433	0	0	0	0
FBgn0275434	0	0	0	0
FBgn0275436	167	108	108	74
FBgn0278597	0	0	0	0
FBgn0278598	10	6	6	6
FBgn0278599	0	0	0	0
FBgn0278600	0	0	0	0
FBgn0278604	311	179	179	101
FBgn0278608	478	328	328	276
FBgn0283426	8	6	6	2
FBgn0283427	15587	10939	10939	8784
FBgn0283428	1	0	0	2
FBgn0283429	0	0	0	0
FBgn0283430	0	0	0	0
FBgn0283431	0	0	0	0
FBgn0283432	0	0	0	0
FBgn0283433	0	0	0	0
FBgn0283434	0	0	0	0
FBgn0283435	0	0	0	0
FBgn0283437	933	606	606	1114
FBgn0283438	343	246	246	194
FBgn0283439	3	0	0	1
FBgn0283440	1	1	1	0
FBgn0283442	2	0	0	0
FBgn0283450	76	66	66	52
FBgn0283451	618	413	413	266
FBgn0283461	1	0	0	3
FBgn0283462	0	0	0	0
FBgn0283467	97	85	85	47
FBgn0283468	360	237	237	205
FBgn0283469	992	675	675	372
FBgn0283471	0	1	1	3
FBgn0283472	1576	1159	1159	624
FBgn0283473	114	77	77	46
FBgn0283476	5	3	3	7
FBgn0283477	503	359	359	282
FBgn0283478	536	395	395	196
FBgn0283479	0	0	0	0
FBgn0283480	0	0	0	0
FBgn0283494	1	0	0	0
FBgn0283499	1672	1075	1075	866
FBgn0283500	406	272	272	189
FBgn0283501	0	1	1	0
FBgn0283503	165	106	106	86
FBgn0283508	0	0	0	1
FBgn0283509	655	526	526	270
FBgn0283510	222	167	167	84
FBgn0283521	3099	2147	2147	1313
FBgn0283525	54	38	38	25
FBgn0283531	9	3	3	1
FBgn0283535	1157	742	742	636
FBgn0283536	456	324	324	196
FBgn0283545	9	3	3	2
FBgn0283625	0	0	0	0
FBgn0283626	0	0	0	0
FBgn0283627	0	0	0	0
FBgn0283649	36	39	39	36
FBgn0283651	12	7	7	8
FBgn0283652	15	16	16	6
FBgn0283657	980	680	680	468
FBgn0283658	373	292	292	87
FBgn0283659	38	36	36	25
FBgn0283666	153	103	103	84
FBgn0283678	1	0	0	0
FBgn0283680	486	352	352	259
FBgn0283681	51	31	31	29
FBgn0283682	778	531	531	401
FBgn0283712	482	344	344	237
FBgn0283724	321	244	244	177
FBgn0283728	19	9	9	14
FBgn0283741	440	317	317	243
FBgn0284080	6	1	1	8
FBgn0284081	0	0	0	0
FBgn0284082	0	0	0	0
FBgn0284083	0	0	0	0
FBgn0284084	0	0	0	0
FBgn0284220	1453	1011	1011	921
FBgn0284221	46	30	30	35
FBgn0284222	0	0	0	0
FBgn0284223	0	0	0	0
FBgn0284224	0	0	0	0
FBgn0284225	0	0	0	0
FBgn0284226	0	0	0	0
FBgn0284227	0	0	0	0
FBgn0284228	0	0	0	0
FBgn0284229	0	0	0	0
FBgn0284230	0	0	0	0
FBgn0284231	0	0	0	0
FBgn0284232	0	0	0	0
FBgn0284233	0	0	0	0
FBgn0284234	0	0	0	0
FBgn0284235	0	0	0	0
FBgn0284236	0	0	0	0
FBgn0284237	0	0	0	0
FBgn0284238	0	0	0	0
FBgn0284243	4906	3502	3502	2469
FBgn0284244	0	0	0	0
FBgn0284245	52632	36640	36640	19657
FBgn0284246	134	79	79	56
FBgn0284247	1	0	0	0
FBgn0284248	1198	812	812	443
FBgn0284249	162	106	106	71
FBgn0284250	0	1	1	0
FBgn0284251	425	268	268	198
FBgn0284252	489	343	343	295
FBgn0284253	628	414	414	308
FBgn0284254	116	66	66	40
FBgn0284255	310	186	186	103
FBgn0284256	881	579	579	383
FBgn0284257	248	184	184	93
FBgn0284408	2849	2116	2116	1337
FBgn0284409	0	0	0	0
FBgn0284410	0	0	0	0
FBgn0284411	0	0	0	0
FBgn0284412	0	0	0	0
FBgn0284413	0	0	0	0
FBgn0284414	0	0	0	0
FBgn0284415	0	0	0	0
FBgn0284416	0	1	1	0
FBgn0284417	0	0	0	0
FBgn0284418	0	0	0	0
FBgn0284419	0	0	0	0
FBgn0284420	0	0	0	0
FBgn0284421	354	228	228	151
FBgn0284435	3	2	2	1
FBgn0284436	1324	921	921	698
FBgn0284442	228	146	146	129
FBgn0284444	0	1	1	1
FBgn0285879	4	1	1	1
FBgn0285892	186	111	111	96
FBgn0285896	11	4	4	7
FBgn0285910	452	345	345	233
FBgn0285911	398	245	245	193
FBgn0285912	6	8	8	2
FBgn0285913	162	112	112	70
FBgn0285917	1034	748	748	351
FBgn0285925	83	47	47	62
FBgn0285926	1931	1336	1336	1021
FBgn0285937	330	174	174	241
FBgn0285938	0	0	0	0
FBgn0285940	0	0	0	0
FBgn0285941	0	0	0	0
FBgn0285943	0	0	0	0
FBgn0285944	13	7	7	6
FBgn0285947	7687	5617	5617	2589
FBgn0285948	5892	4295	4295	3424
FBgn0285949	4927	3439	3439	2162
FBgn0285950	7705	5593	5593	3316
FBgn0285951	109	71	71	51
FBgn0285952	3474	2309	2309	1751
FBgn0285954	702	569	569	298
FBgn0285955	1045	762	762	573
FBgn0285958	0	0	0	0
FBgn0285959	0	0	0	0
FBgn0285962	32	24	24	25
FBgn0285963	369	227	227	269
FBgn0285966	0	0	0	0
FBgn0285969	0	0	0	0
FBgn0285970	0	0	0	0
FBgn0285971	46	33	33	39
FBgn0285991	867	538	538	547
FBgn0285992	0	2	2	5
FBgn0285993	0	0	0	0
FBgn0285994	0	0	0	0
FBgn0286027	76	58	58	38
FBgn0286028	0	0	0	0
FBgn0286029	0	0	0	0
FBgn0286030	0	0	0	0
FBgn0286031	0	0	0	0
FBgn0286032	0	0	0	0
FBgn0286033	0	0	0	0
FBgn0286034	3	2	2	1
FBgn0286035	0	1	1	1
FBgn0286036	0	0	0	0
FBgn0286037	11	3	3	8
FBgn0286038	0	0	0	0
FBgn0286039	0	0	0	0
FBgn0286040	0	0	0	1
FBgn0286041	0	1	1	0
FBgn0286042	6	11	11	9
FBgn0286051	208	156	156	105
FBgn0286070	403	295	295	190
FBgn0286071	65	46	46	56
FBgn0286075	142	78	78	74
FBgn0286198	1124	777	777	433
FBgn0286199	0	0	0	0
FBgn0286203	233	155	155	143
FBgn0286204	1	1	1	0
FBgn0286213	3010	2217	2217	1073
FBgn0286222	343	265	265	118
FBgn0286506	121	81	81	76
FBgn0286507	0	0	0	0
FBgn0286508	0	0	0	0
FBgn0286511	177	152	152	97
FBgn0286516	10418	6914	6914	4376
FBgn0286567	504	352	352	232
FBgn0286723	1	1	1	2
FBgn0286726	0	0	0	0
FBgn0286727	0	0	0	0
FBgn0286728	0	0	0	0
FBgn0286729	0	0	0	0
FBgn0286730	0	0	0	0
FBgn0286731	0	0	0	0
FBgn0286732	0	0	0	0
FBgn0286733	0	2	2	0
FBgn0286734	0	0	0	0
FBgn0286735	0	0	0	0
FBgn0286736	0	0	0	1
FBgn0286737	0	0	0	0
FBgn0286738	0	0	0	0
FBgn0286739	0	0	0	0
FBgn0286740	0	0	0	0
FBgn0286741	0	0	0	0
FBgn0286758	0	0	0	0
FBgn0286778	2091	1438	1438	848
FBgn0286781	663	417	417	428
FBgn0286782	129	93	93	24
FBgn0286783	163	102	102	53
FBgn0286784	1565	1161	1161	907
FBgn0286785	192	146	146	75
FBgn0286786	276	165	165	129
FBgn0286788	111	75	75	51
FBgn0286809	202	166	166	92
FBgn0286813	806	545	545	370
FBgn0286818	3492	2412	2412	1745
FBgn0286827	804	524	524	431
FBgn0286828	57	49	49	27
FBgn0286833	3	1	1	0
FBgn0286834	0	0	0	0
FBgn0286852	0	1	1	0
FBgn0286867	0	0	0	0
FBgn0286868	0	0	0	0
FBgn0286869	0	0	0	0
FBgn0286870	0	0	0	0
FBgn0286871	0	0	0	0
FBgn0286872	0	0	0	0
FBgn0286873	2	1	1	0
FBgn0286874	0	0	0	0
FBgn0286875	4	10	10	11
FBgn0286876	0	0	0	0
FBgn0286877	0	0	0	1
FBgn0286878	0	0	0	0
FBgn0286879	0	0	0	0
FBgn0286880	0	0	0	0
FBgn0286881	0	0	0	0
FBgn0286882	0	0	0	0
FBgn0286883	0	0	0	0
FBgn0286884	0	0	0	0
FBgn0286885	0	0	0	0
FBgn0286889	0	0	0	0
FBgn0286890	110	61	61	27
FBgn0286891	0	0	0	0
FBgn0286892	0	0	0	0
FBgn0286893	0	0	0	0
FBgn0286898	576	419	419	270
FBgn0286913	0	0	0	0
FBgn0286914	0	0	0	0
FBgn0286915	0	0	0	0
FBgn0286916	0	0	0	0
FBgn0286917	0	0	0	0
FBgn0286918	0	0	0	0
FBgn0286919	0	0	0	0
FBgn0286920	0	0	0	0
FBgn0286921	0	0	0	0
FBgn0286925	0	0	0	0
FBgn0286926	0	0	0	0
FBgn0286927	0	0	0	1
FBgn0286928	35	23	23	26
FBgn0286929	0	0	0	0
FBgn0286930	0	0	0	0
FBgn0286931	0	0	0	0
FBgn0286932	0	0	0	0
FBgn0286933	1	1	1	2
FBgn0286937	2	2	2	2
FBgn0286938	0	0	0	1
FBgn0286939	0	0	0	0
FBgn0286940	0	0	0	0
FBgn0286941	0	0	0	0
FBgn0286976	0	0	0	0
FBgn0286977	0	0	0	0
FBgn0286979	0	0	0	0
FBgn0286980	0	0	0	0
FBgn0287182	530	347	347	382
FBgn0287183	62	26	26	48
FBgn0287184	22	20	20	22
FBgn0287185	0	0	0	1
FBgn0287186	16	16	16	14
FBgn0287187	63	39	39	52
FBgn0287204	58	43	43	17
FBgn0287209	3	4	4	3
FBgn0287210	0	0	0	0
FBgn0287211	0	0	0	0
FBgn0287212	0	0	0	0
FBgn0287213	0	0	0	0
FBgn0287214	0	0	0	0
FBgn0287215	0	0	0	0
FBgn0287216	0	0	0	0
FBgn0287217	0	0	0	0
FBgn0287218	0	0	0	0
FBgn0287225	469	328	328	180
FBgn0287234	0	0	0	0
FBgn0287423	26308	18860	18860	5887
FBgn0287454	67	46	46	43
FBgn0287460	0	0	0	0
FBgn0287461	13	7	7	6
FBgn0287462	0	0	0	0
FBgn0287463	0	0	0	0
FBgn0287464	0	0	0	0
FBgn0287465	0	0	0	0
FBgn0287466	0	1	1	0
FBgn0287478	215	142	142	79
FBgn0287585	219	131	131	107
FBgn0287586	0	0	0	0
FBgn0287587	0	2	2	0
FBgn0287588	0	0	0	0
FBgn0287589	0	0	0	0
FBgn0287590	0	0	0	0
FBgn0287591	1	1	1	0
FBgn0287592	0	1	1	0
FBgn0287594	0	0	0	0
FBgn0287595	0	0	0	0
FBgn0287596	0	0	0	0
FBgn0287597	17	6	6	16
FBgn0287598	0	0	0	0
FBgn0287599	0	0	0	0
FBgn0287600	1	0	0	0
FBgn0287601	0	0	0	0
FBgn0287602	19	17	17	22
FBgn0287603	11	10	10	10
FBgn0287604	5	1	1	3
FBgn0287605	0	0	0	0
FBgn0287606	2	1	1	2
FBgn0287607	0	0	0	0
FBgn0287608	1	4	4	2
FBgn0287609	1	1	1	1
FBgn0287610	0	1	1	0
FBgn0287611	0	1	1	1
FBgn0287612	239	132	132	124
FBgn0287613	0	0	0	2
FBgn0287614	43	28	28	20
FBgn0287615	2	1	1	1
FBgn0287616	0	0	0	0
FBgn0287617	0	0	0	0
FBgn0287618	1	1	1	0
FBgn0287619	90	67	67	68
FBgn0287620	66	41	41	46
FBgn0287621	0	0	0	0
FBgn0287630	0	0	0	0
FBgn0287631	214	142	142	105
FBgn0287632	9	4	4	3
FBgn0287633	3	0	0	1
FBgn0287645	0	0	0	0
FBgn0287667	2	1	1	7
FBgn0287668	0	0	0	0
FBgn0287669	0	0	0	0
FBgn0287670	0	0	0	0
FBgn0287695	0	0	0	0
FBgn0287696	50	32	32	29
FBgn0287720	1225	798	798	773
FBgn0287724	0	0	0	1
FBgn0287725	885	587	587	463
FBgn0287767	316	216	216	169
FBgn0287768	1	0	0	0
FBgn0287774	118	90	90	62
FBgn0287775	16	12	12	7
FBgn0287788	0	0	0	0
FBgn0287825	291	207	207	151
FBgn0287828	1	0	0	0
FBgn0287831	2	2	2	3
FBgn0287844	3	0	0	3
FBgn0035205	776	439	439	332
FBgn0035207	758	501	501	395
